caminho_relativo_xml,chave,ano,data_emissao,status,caminho_pdf,mensagem
2024\200\27240802581010000193550010010380681827505635.xml,27240802581010000193550010010380681827505635,2024,2024-08-01T02:43:00,gerado,individuais\2024\27240802581010000193550010010380681827505635.pdf,DANFE gerado com sucesso.
2024\200\27240811749321000100550010000024941617649730.xml,27240811749321000100550010000024941617649730,2024,2024-08-01T09:26:37,gerado,individuais\2024\27240811749321000100550010000024941617649730.pdf,DANFE gerado com sucesso.
2024\200\27240802556423000118550010003373541002508799.xml,27240802556423000118550010003373541002508799,2024,2024-08-02T00:00:00,gerado,individuais\2024\27240802556423000118550010003373541002508799.pdf,DANFE gerado com sucesso.
2024\27240826774412000172550030000119641336769780.xml,27240826774412000172550030000119641336769780,2024,2024-08-02T07:43:47,gerado,individuais\2024\27240826774412000172550030000119641336769780.pdf,DANFE gerado com sucesso.
2024\27240870015672000156550010001401611023336681.xml,27240870015672000156550010001401611023336681,2024,2024-08-02T08:41:55,gerado,individuais\2024\27240870015672000156550010001401611023336681.pdf,DANFE gerado com sucesso.
2024\200\27240809619157000174550010001964341191254165.xml,27240809619157000174550010001964341191254165,2024,2024-08-02T09:24:00,gerado,individuais\2024\27240809619157000174550010001964341191254165.pdf,DANFE gerado com sucesso.
2024\200\27240803555402000140550010003830501681251978.xml,27240803555402000140550010003830501681251978,2024,2024-08-05T15:32:00,gerado,individuais\2024\27240803555402000140550010003830501681251978.pdf,DANFE gerado com sucesso.
2024\35240843648971000155550080001314821037126987.xml,35240843648971000155550080001314821037126987,2024,2024-08-07T18:22:22,gerado,individuais\2024\35240843648971000155550080001314821037126987.pdf,DANFE gerado com sucesso.
2024\200\27240807122759000196550030000527151724038418.xml,27240807122759000196550030000527151724038418,2024,2024-08-08T08:25:05,gerado,individuais\2024\27240807122759000196550030000527151724038418.pdf,DANFE gerado com sucesso.
2024\27240870015672000156550010001412221023494416.xml,27240870015672000156550010001412221023494416,2024,2024-08-08T12:04:06,gerado,individuais\2024\27240870015672000156550010001412221023494416.pdf,DANFE gerado com sucesso.
2024\27240870015672000156550010001412281023494770.xml,27240870015672000156550010001412281023494770,2024,2024-08-08T12:13:22,gerado,individuais\2024\27240870015672000156550010001412281023494770.pdf,DANFE gerado com sucesso.
2024\100\26240843648971005033550010008559601975846136.xml,26240843648971005033550010008559601975846136,2024,2024-08-09T07:58:09,gerado,individuais\2024\26240843648971005033550010008559601975846136.pdf,DANFE gerado com sucesso.
2024\200\27240807122759000196550030000528631794902777.xml,27240807122759000196550030000528631794902777,2024,2024-08-12T08:18:04,gerado,individuais\2024\27240807122759000196550030000528631794902777.pdf,DANFE gerado com sucesso.
2024\27240870015672000156550010001417101023584152.xml,27240870015672000156550010001417101023584152,2024,2024-08-12T11:01:30,gerado,individuais\2024\27240870015672000156550010001417101023584152.pdf,DANFE gerado com sucesso.
2024\35240846676933000102550020001206121790557967.xml,35240846676933000102550020001206121790557967,2024,2024-08-14T10:45:04,gerado,individuais\2024\35240846676933000102550020001206121790557967.pdf,DANFE gerado com sucesso.
2024\200\27240802556423000118550010003389531002526550.xml,27240802556423000118550010003389531002526550,2024,2024-08-15T00:00:00,gerado,individuais\2024\27240802556423000118550010003389531002526550.pdf,DANFE gerado com sucesso.
2024\27240824644710000112550020000047271059801306.xml,27240824644710000112550020000047271059801306,2024,2024-08-15T00:00:00,gerado,individuais\2024\27240824644710000112550020000047271059801306.pdf,DANFE gerado com sucesso.
2024\200\27240807122759000196550030000531121012845469.xml,27240807122759000196550030000531121012845469,2024,2024-08-15T07:50:27,gerado,individuais\2024\27240807122759000196550030000531121012845469.pdf,DANFE gerado com sucesso.
2024\200\27240807122759000196550030000531161951970851.xml,27240807122759000196550030000531161951970851,2024,2024-08-15T07:59:26,gerado,individuais\2024\27240807122759000196550030000531161951970851.pdf,DANFE gerado com sucesso.
2024\27240826774412000172550030000121581445756810.xml,27240826774412000172550030000121581445756810,2024,2024-08-15T08:07:48,gerado,individuais\2024\27240826774412000172550030000121581445756810.pdf,DANFE gerado com sucesso.
2024\27240821827870000109550010000001571488169726.xml,27240821827870000109550010000001571488169726,2024,2024-08-16T10:26:15,gerado,individuais\2024\27240821827870000109550010000001571488169726.pdf,DANFE gerado com sucesso.
2024\27240870015672000156550010001427031023737242.xml,27240870015672000156550010001427031023737242,2024,2024-08-17T16:00:17,gerado,individuais\2024\27240870015672000156550010001427031023737242.pdf,DANFE gerado com sucesso.
2024\200\27240802556423000118550010003393451002530727.xml,27240802556423000118550010003393451002530727,2024,2024-08-19T00:00:00,gerado,individuais\2024\27240802556423000118550010003393451002530727.pdf,DANFE gerado com sucesso.
2024\200\27240807122759000196550030000533541644811448.xml,27240807122759000196550030000533541644811448,2024,2024-08-20T09:22:52,gerado,individuais\2024\27240807122759000196550030000533541644811448.pdf,DANFE gerado com sucesso.
2024\200\27240811749321000100550010000025371751605318.xml,27240811749321000100550010000025371751605318,2024,2024-08-21T09:38:45,gerado,individuais\2024\27240811749321000100550010000025371751605318.pdf,DANFE gerado com sucesso.
2024\200\27240811449511000101550000001723811260339548.xml,27240811449511000101550000001723811260339548,2024,2024-08-22T11:22:49,gerado,individuais\2024\27240811449511000101550000001723811260339548.pdf,DANFE gerado com sucesso.
2024\27240875315333009831550010004646541758244258.xml,27240875315333009831550010004646541758244258,2024,2024-08-23T09:49:16,gerado,individuais\2024\27240875315333009831550010004646541758244258.pdf,DANFE gerado com sucesso.
2024\200\27240802556423000118550010003406191002544778.xml,27240802556423000118550010003406191002544778,2024,2024-08-29T00:00:00,gerado,individuais\2024\27240802556423000118550010003406191002544778.pdf,DANFE gerado com sucesso.
2024\200\27240821344990000155550010000059781227736460.xml,27240821344990000155550010000059781227736460,2024,2024-08-29T10:19:25,gerado,individuais\2024\27240821344990000155550010000059781227736460.pdf,DANFE gerado com sucesso.
2024\27240907122759000196550030000541051252011140.xml,27240907122759000196550030000541051252011140,2024,2024-09-02T11:07:38,gerado,individuais\2024\27240907122759000196550030000541051252011140.pdf,DANFE gerado com sucesso.
2024\27240902556423000118550010003408561000011312.xml,27240902556423000118550010003408561000011312,2024,2024-09-02T11:09:45,gerado,individuais\2024\27240902556423000118550010003408561000011312.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003853981213142129.xml,27240903555402000140550010003853981213142129,2024,2024-09-02T11:43:00,gerado,individuais\2024\27240903555402000140550010003853981213142129.pdf,DANFE gerado com sucesso.
2024\35240908736488000121550010000077551000090661.xml,35240908736488000121550010000077551000090661,2024,2024-09-03T11:00:55,gerado,individuais\2024\35240908736488000121550010000077551000090661.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003855341327121817.xml,27240903555402000140550010003855341327121817,2024,2024-09-03T14:33:00,gerado,individuais\2024\27240903555402000140550010003855341327121817.pdf,DANFE gerado com sucesso.
2024\27240907122759000196550030000542481989566796.xml,27240907122759000196550030000542481989566796,2024,2024-09-04T08:11:45,gerado,individuais\2024\27240907122759000196550030000542481989566796.pdf,DANFE gerado com sucesso.
2024\27240909619157000174550010001992071619160514.xml,27240909619157000174550010001992071619160514,2024,2024-09-04T10:13:00,gerado,individuais\2024\27240909619157000174550010001992071619160514.pdf,DANFE gerado com sucesso.
2024\27240912270435000488550020000643531819595459.xml,27240912270435000488550020000643531819595459,2024,2024-09-04T10:43:55,gerado,individuais\2024\27240912270435000488550020000643531819595459.pdf,DANFE gerado com sucesso.
2024\27240921827870000109550010000001581784526105.xml,27240921827870000109550010000001581784526105,2024,2024-09-04T15:28:50,gerado,individuais\2024\27240921827870000109550010000001581784526105.pdf,DANFE gerado com sucesso.
2024\27240907122759000196550030000543351635788938.xml,27240907122759000196550030000543351635788938,2024,2024-09-05T07:54:14,gerado,individuais\2024\27240907122759000196550030000543351635788938.pdf,DANFE gerado com sucesso.
2024\27240926774412000172550030000124261450510528.xml,27240926774412000172550030000124261450510528,2024,2024-09-05T10:49:20,gerado,individuais\2024\27240926774412000172550030000124261450510528.pdf,DANFE gerado com sucesso.
2024\27240916953102000161550010000010841935741996.xml,27240916953102000161550010000010841935741996,2024,2024-09-05T13:47:57,gerado,individuais\2024\27240916953102000161550010000010841935741996.pdf,DANFE gerado com sucesso.
2024\27240914989900000118550020000297851659656599.xml,27240914989900000118550020000297851659656599,2024,2024-09-06T00:00:00,gerado,individuais\2024\27240914989900000118550020000297851659656599.pdf,DANFE gerado com sucesso.
2024\27240907122759000196550030000544311308379748.xml,27240907122759000196550030000544311308379748,2024,2024-09-06T10:19:09,gerado,individuais\2024\27240907122759000196550030000544311308379748.pdf,DANFE gerado com sucesso.
2024\27240949548028000157550010000005901694017124.xml,27240949548028000157550010000005901694017124,2024,2024-09-09T00:00:00,gerado,individuais\2024\27240949548028000157550010000005901694017124.pdf,DANFE gerado com sucesso.
2024\27240909619157000174550010001995211183725868.xml,27240909619157000174550010001995211183725868,2024,2024-09-09T09:24:00,gerado,individuais\2024\27240909619157000174550010001995211183725868.pdf,DANFE gerado com sucesso.
2024\27240903656804000727550030009226721615374310.xml,27240903656804000727550030009226721615374310,2024,2024-09-10T15:55:00,gerado,individuais\2024\27240903656804000727550030009226721615374310.pdf,DANFE gerado com sucesso.
2024\27240903656804000131550030004000151778820179.xml,27240903656804000131550030004000151778820179,2024,2024-09-10T17:11:00,gerado,individuais\2024\27240903656804000131550030004000151778820179.pdf,DANFE gerado com sucesso.
2024\27240908441081000258550020001198051109105550.xml,27240908441081000258550020001198051109105550,2024,2024-09-11T00:00:00,gerado,individuais\2024\27240908441081000258550020001198051109105550.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003863021149651840.xml,27240903555402000140550010003863021149651840,2024,2024-09-11T15:56:00,gerado,individuais\2024\27240903555402000140550010003863021149651840.pdf,DANFE gerado com sucesso.
2024\27240902556423000118550010003419501000313110.xml,27240902556423000118550010003419501000313110,2024,2024-09-12T09:00:17,gerado,individuais\2024\27240902556423000118550010003419501000313110.pdf,DANFE gerado com sucesso.
2024\27240909619157000174550010001999171379813742.xml,27240909619157000174550010001999171379813742,2024,2024-09-12T12:06:00,gerado,individuais\2024\27240909619157000174550010001999171379813742.pdf,DANFE gerado com sucesso.
2024\27240920616431000194550010000072121380838584.xml,27240920616431000194550010000072121380838584,2024,2024-09-17T09:22:00,gerado,individuais\2024\27240920616431000194550010000072121380838584.pdf,DANFE gerado com sucesso.
2024\27240912270435000488550020000652001121001628.xml,27240912270435000488550020000652001121001628,2024,2024-09-17T14:03:56,gerado,individuais\2024\27240912270435000488550020000652001121001628.pdf,DANFE gerado com sucesso.
2024\27240940730122000158550010000008811965121453.xml,27240940730122000158550010000008811965121453,2024,2024-09-17T14:18:29,gerado,individuais\2024\27240940730122000158550010000008811965121453.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003867441186811121.xml,27240903555402000140550010003867441186811121,2024,2024-09-17T17:22:00,gerado,individuais\2024\27240903555402000140550010003867441186811121.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003867581234606044.xml,27240903555402000140550010003867581234606044,2024,2024-09-17T17:37:00,gerado,individuais\2024\27240903555402000140550010003867581234606044.pdf,DANFE gerado com sucesso.
2024\27240949548028000157550010000005941282332331.xml,27240949548028000157550010000005941282332331,2024,2024-09-18T00:00:00,gerado,individuais\2024\27240949548028000157550010000005941282332331.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003867981641581569.xml,27240903555402000140550010003867981641581569,2024,2024-09-18T14:08:00,gerado,individuais\2024\27240903555402000140550010003867981641581569.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003870281106138363.xml,27240903555402000140550010003870281106138363,2024,2024-09-20T09:17:00,gerado,individuais\2024\27240903555402000140550010003870281106138363.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003870291157154916.xml,27240903555402000140550010003870291157154916,2024,2024-09-20T09:35:00,gerado,individuais\2024\27240903555402000140550010003870291157154916.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003871791185139516.xml,27240903555402000140550010003871791185139516,2024,2024-09-23T12:19:00,gerado,individuais\2024\27240903555402000140550010003871791185139516.pdf,DANFE gerado com sucesso.
2024\35240975801902000126550000010931481586174767.xml,35240975801902000126550000010931481586174767,2024,2024-09-23T16:21:44,gerado,individuais\2024\35240975801902000126550000010931481586174767.pdf,DANFE gerado com sucesso.
2024\27240912270435000488550020000656851459054537.xml,27240912270435000488550020000656851459054537,2024,2024-09-23T18:22:17,gerado,individuais\2024\27240912270435000488550020000656851459054537.pdf,DANFE gerado com sucesso.
2024\27240907122759000196550030000553631290679578.xml,27240907122759000196550030000553631290679578,2024,2024-09-24T10:34:14,gerado,individuais\2024\27240907122759000196550030000553631290679578.pdf,DANFE gerado com sucesso.
2024\27240903555402000140550010003873001214192204.xml,27240903555402000140550010003873001214192204,2024,2024-09-24T11:24:00,gerado,individuais\2024\27240903555402000140550010003873001214192204.pdf,DANFE gerado com sucesso.
2024\27240912270435000488550020000657431286525563.xml,27240912270435000488550020000657431286525563,2024,2024-09-24T13:37:02,gerado,individuais\2024\27240912270435000488550020000657431286525563.pdf,DANFE gerado com sucesso.
2024\27240975315333009831550010004670431758306025.xml,27240975315333009831550010004670431758306025,2024,2024-09-25T15:44:44,gerado,individuais\2024\27240975315333009831550010004670431758306025.pdf,DANFE gerado com sucesso.
2024\27241008441081000258550020001204841820817259.xml,27241008441081000258550020001204841820817259,2024,2024-10-01T00:00:00,gerado,individuais\2024\27241008441081000258550020001204841820817259.pdf,DANFE gerado com sucesso.
2024\27241002556423000118550010003438561000991566.xml,27241002556423000118550010003438561000991566,2024,2024-10-01T09:56:38,gerado,individuais\2024\27241002556423000118550010003438561000991566.pdf,DANFE gerado com sucesso.
2024\27241003555402000140550010003879041581547520.xml,27241003555402000140550010003879041581547520,2024,2024-10-01T14:33:00,gerado,individuais\2024\27241003555402000140550010003879041581547520.pdf,DANFE gerado com sucesso.
2024\27241008441081000258550020001205131527568791.xml,27241008441081000258550020001205131527568791,2024,2024-10-02T00:00:00,gerado,individuais\2024\27241008441081000258550020001205131527568791.pdf,DANFE gerado com sucesso.
2024\27241012270435000488550020000664971303339148.xml,27241012270435000488550020000664971303339148,2024,2024-10-03T14:58:31,gerado,individuais\2024\27241012270435000488550020000664971303339148.pdf,DANFE gerado com sucesso.
2024\27241003656804000131550030004058501230231196.xml,27241003656804000131550030004058501230231196,2024,2024-10-03T15:47:00,gerado,individuais\2024\27241003656804000131550030004058501230231196.pdf,DANFE gerado com sucesso.
2024\42241005003729000488550010000332081752504167.xml,42241005003729000488550010000332081752504167,2024,2024-10-08T15:02:00,gerado,individuais\2024\42241005003729000488550010000332081752504167.pdf,DANFE gerado com sucesso.
2024\35241008606542000114550030000757791002444079.xml,35241008606542000114550030000757791002444079,2024,2024-10-09T14:41:08,gerado,individuais\2024\35241008606542000114550030000757791002444079.pdf,DANFE gerado com sucesso.
2024\41241013578459000119550010000062251126283980.xml,41241013578459000119550010000062251126283980,2024,2024-10-09T15:12:29,gerado,individuais\2024\41241013578459000119550010000062251126283980.pdf,DANFE gerado com sucesso.
2024\27241004135774000180550010000054621000010859.xml,27241004135774000180550010000054621000010859,2024,2024-10-09T16:31:18,gerado,individuais\2024\27241004135774000180550010000054621000010859.pdf,DANFE gerado com sucesso.
2024\27241019667297000171550010000004121727634129.xml,27241019667297000171550010000004121727634129,2024,2024-10-14T16:30:40,gerado,individuais\2024\27241019667297000171550010000004121727634129.pdf,DANFE gerado com sucesso.
2024\27241011188276000161550010001359041341539809.xml,27241011188276000161550010001359041341539809,2024,2024-10-18T15:58:36,gerado,individuais\2024\27241011188276000161550010001359041341539809.pdf,DANFE gerado com sucesso.
2024\41241149436714000136550010000005761905779097.xml,41241149436714000136550010000005761905779097,2024,2024-11-05T15:34:31,gerado,individuais\2024\41241149436714000136550010000005761905779097.pdf,DANFE gerado com sucesso.
2024\41241107880738000130550010000019831000010183.xml,41241107880738000130550010000019831000010183,2024,2024-11-11T16:28:03,gerado,individuais\2024\41241107880738000130550010000019831000010183.pdf,DANFE gerado com sucesso.
2024\27241121344990000155550010000061921785831108.xml,27241121344990000155550010000061921785831108,2024,2024-11-21T13:51:12,gerado,individuais\2024\27241121344990000155550010000061921785831108.pdf,DANFE gerado com sucesso.
2024\27241216973609001159550010000237121196350040.xml,27241216973609001159550010000237121196350040,2024,2024-12-05T15:53:00,gerado,individuais\2024\27241216973609001159550010000237121196350040.pdf,DANFE gerado com sucesso.
2024\27241243283811019330550010000287661725799797.xml,27241243283811019330550010000287661725799797,2024,2024-12-11T14:16:44,gerado,individuais\2024\27241243283811019330550010000287661725799797.pdf,DANFE gerado com sucesso.
2024\27241227936211004931550300000080391000375559.xml,27241227936211004931550300000080391000375559,2024,2024-12-19T18:28:39,gerado,individuais\2024\27241227936211004931550300000080391000375559.pdf,DANFE gerado com sucesso.
2025\27250103555402000140550010003963471255108214.xml,27250103555402000140550010003963471255108214,2025,2025-01-08T17:05:00,gerado,individuais\2025\27250103555402000140550010003963471255108214.pdf,DANFE gerado com sucesso.
2025\27250124644710000112550020000052811093716110.xml,27250124644710000112550020000052811093716110,2025,2025-01-30T00:00:00,gerado,individuais\2025\27250124644710000112550020000052811093716110.pdf,DANFE gerado com sucesso.
2025\43250290265919000108550010000618681832561333.xml,43250290265919000108550010000618681832561333,2025,2025-02-25T14:56:00,gerado,individuais\2025\43250290265919000108550010000618681832561333.pdf,DANFE gerado com sucesso.
2025\27250343283811019330550010000296761737097154.xml,27250343283811019330550010000296761737097154,2025,2025-03-13T15:58:02,gerado,individuais\2025\27250343283811019330550010000296761737097154.pdf,DANFE gerado com sucesso.
2025\27250303656804000131550030004511631836025246.xml,27250303656804000131550030004511631836025246,2025,2025-03-31T17:16:00,gerado,individuais\2025\27250303656804000131550030004511631836025246.pdf,DANFE gerado com sucesso.
2025\26250443648971005033550010009383791061665982.xml,26250443648971005033550010009383791061665982,2025,2025-04-15T13:15:44,gerado,individuais\2025\26250443648971005033550010009383791061665982.pdf,DANFE gerado com sucesso.
2025\27250420616431000194550010000079501285522004.xml,27250420616431000194550010000079501285522004,2025,2025-04-28T08:30:00,gerado,individuais\2025\27250420616431000194550010000079501285522004.pdf,DANFE gerado com sucesso.
2025\27250403656804000131550030004575671713612927.xml,27250403656804000131550030004575671713612927,2025,2025-04-28T17:00:00,gerado,individuais\2025\27250403656804000131550030004575671713612927.pdf,DANFE gerado com sucesso.
2025\27250543283811019330550010000301211743032950.xml,27250543283811019330550010000301211743032950,2025,2025-05-03T15:14:00,gerado,individuais\2025\27250543283811019330550010000301211743032950.pdf,DANFE gerado com sucesso.
2025\26250543648971005033550010009492741052852058.xml,26250543648971005033550010009492741052852058,2025,2025-05-19T07:34:08,gerado,individuais\2025\26250543648971005033550010009492741052852058.pdf,DANFE gerado com sucesso.
2025\27250526774412000172550030000164471650341822.xml,27250526774412000172550030000164471650341822,2025,2025-05-27T13:49:09,gerado,individuais\2025\27250526774412000172550030000164471650341822.pdf,DANFE gerado com sucesso.
2025\42250616911799000108550010000010441705547510.xml,42250616911799000108550010000010441705547510,2025,2025-06-03T16:24:01,gerado,individuais\2025\42250616911799000108550010000010441705547510.pdf,DANFE gerado com sucesso.
2025\25250613062420000144550010000000551181097500.xml,25250613062420000144550010000000551181097500,2025,2025-06-06T15:03:48,gerado,individuais\2025\25250613062420000144550010000000551181097500.pdf,DANFE gerado com sucesso.
2025\25250613062420000144550010000000621605302487.xml,25250613062420000144550010000000621605302487,2025,2025-06-14T12:10:12,gerado,individuais\2025\25250613062420000144550010000000621605302487.pdf,DANFE gerado com sucesso.
2025\25250613062420000144550010000000631921354642.xml,25250613062420000144550010000000631921354642,2025,2025-06-17T18:18:28,gerado,individuais\2025\25250613062420000144550010000000631921354642.pdf,DANFE gerado com sucesso.
2025\27250624644710000112550020000058551075235742.xml,27250624644710000112550020000058551075235742,2025,2025-06-26T00:00:00,gerado,individuais\2025\27250624644710000112550020000058551075235742.pdf,DANFE gerado com sucesso.
2025\27250724644710000112550020000058871089925174.xml,27250724644710000112550020000058871089925174,2025,2025-07-03T00:00:00,gerado,individuais\2025\27250724644710000112550020000058871089925174.pdf,DANFE gerado com sucesso.
2025\27250724644710000112550020000059251092795475.xml,27250724644710000112550020000059251092795475,2025,2025-07-09T00:00:00,gerado,individuais\2025\27250724644710000112550020000059251092795475.pdf,DANFE gerado com sucesso.
2025\27250724644710000112550020000059481068606492.xml,27250724644710000112550020000059481068606492,2025,2025-07-15T00:00:00,gerado,individuais\2025\27250724644710000112550020000059481068606492.pdf,DANFE gerado com sucesso.
2025\42250716911799000108550010000010591705547516.xml,42250716911799000108550010000010591705547516,2025,2025-07-16T15:39:00,gerado,individuais\2025\42250716911799000108550010000010591705547516.pdf,DANFE gerado com sucesso.
2025\27250747960950171015550010001137451062648700.xml,27250747960950171015550010001137451062648700,2025,2025-07-23T08:58:53,gerado,individuais\2025\27250747960950171015550010001137451062648700.pdf,DANFE gerado com sucesso.
2025\27250741187998000162550010000498361411879985.xml,27250741187998000162550010000498361411879985,2025,2025-07-29T00:00:00,gerado,individuais\2025\27250741187998000162550010000498361411879985.pdf,DANFE gerado com sucesso.
2025\27250747960950171015550010001142681084074171.xml,27250747960950171015550010001142681084074171,2025,2025-07-30T08:38:32,gerado,individuais\2025\27250747960950171015550010001142681084074171.pdf,DANFE gerado com sucesso.
2025\27250824644710000112550020000060691011366971.xml,27250824644710000112550020000060691011366971,2025,2025-08-13T00:00:00,gerado,individuais\2025\27250824644710000112550020000060691011366971.pdf,DANFE gerado com sucesso.
2025\27250811188276000161550010001641161972111412.xml,27250811188276000161550010001641161972111412,2025,2025-08-19T17:22:47,gerado,individuais\2025\27250811188276000161550010001641161972111412.pdf,DANFE gerado com sucesso.
2025\27250816973609001159550010000265981408105220.xml,27250816973609001159550010000265981408105220,2025,2025-08-30T08:57:00,gerado,individuais\2025\27250816973609001159550010000265981408105220.pdf,DANFE gerado com sucesso.
2025\27250924644710000112550020000061411035653286.xml,27250924644710000112550020000061411035653286,2025,2025-09-02T00:00:00,gerado,individuais\2025\27250924644710000112550020000061411035653286.pdf,DANFE gerado com sucesso.
2025\27250933041260149710550000000571941120955141.xml,27250933041260149710550000000571941120955141,2025,2025-09-03T09:55:14,gerado,individuais\2025\27250933041260149710550000000571941120955141.pdf,DANFE gerado com sucesso.
2025\27250906864595000100550010002275321023439168.xml,27250906864595000100550010002275321023439168,2025,2025-09-08T14:16:08,gerado,individuais\2025\27250906864595000100550010002275321023439168.pdf,DANFE gerado com sucesso.
2025\27250903656804000727550030010820461980092298.xml,27250903656804000727550030010820461980092298,2025,2025-09-12T11:44:00,gerado,individuais\2025\27250903656804000727550030010820461980092298.pdf,DANFE gerado com sucesso.
2025\27250903656804000131550030004927341817263970.xml,27250903656804000131550030004927341817263970,2025,2025-09-18T12:26:00,gerado,individuais\2025\27250903656804000131550030004927341817263970.pdf,DANFE gerado com sucesso.
2025\43250902438228000193550020000166211000224421.xml,43250902438228000193550020000166211000224421,2025,2025-09-25T00:00:00,gerado,individuais\2025\43250902438228000193550020000166211000224421.pdf,DANFE gerado com sucesso.
2025\35250961946091000147550010000625791648284686.xml,35250961946091000147550010000625791648284686,2025,2025-09-26T15:41:00,gerado,individuais\2025\35250961946091000147550010000625791648284686.pdf,DANFE gerado com sucesso.
2025\27250903555402000574550010000020941121212011.xml,27250903555402000574550010000020941121212011,2025,2025-09-26T16:34:00,gerado,individuais\2025\27250903555402000574550010000020941121212011.pdf,DANFE gerado com sucesso.
2025\27251006864595000100550010002299951023614181.xml,27251006864595000100550010002299951023614181,2025,2025-10-02T15:18:30,gerado,individuais\2025\27251006864595000100550010002299951023614181.pdf,DANFE gerado com sucesso.
2025\27251111188276000161550030000039851323385866.xml,27251111188276000161550030000039851323385866,2025,2025-11-14T15:03:33,gerado,individuais\2025\27251111188276000161550030000039851323385866.pdf,DANFE gerado com sucesso.
2025\27251202556423000118550010003901681019466498.xml,27251202556423000118550010003901681019466498,2025,2025-12-02T10:58:36,gerado,individuais\2025\27251202556423000118550010003901681019466498.pdf,DANFE gerado com sucesso.
2025\25251247960950090449550190001028901023202658.xml,25251247960950090449550190001028901023202658,2025,2025-12-05T09:49:10,gerado,individuais\2025\25251247960950090449550190001028901023202658.pdf,DANFE gerado com sucesso.
2025\27251203656804000727550030011359581295324923.xml,27251203656804000727550030011359581295324923,2025,2025-12-20T15:31:00,gerado,individuais\2025\27251203656804000727550030011359581295324923.pdf,DANFE gerado com sucesso.
2025\27251203656804000131550030005226811810522510.xml,27251203656804000131550030005226811810522510,2025,2025-12-31T09:17:00,gerado,individuais\2025\27251203656804000131550030005226811810522510.pdf,DANFE gerado com sucesso.
2026\27260104139595000111550010000839421000180390.xml,27260104139595000111550010000839421000180390,2026,2026-01-07T00:00:00,gerado,individuais\2026\27260104139595000111550010000839421000180390.pdf,DANFE gerado com sucesso.
2026\27260155299180000146550010000000541000000556.xml,27260155299180000146550010000000541000000556,2026,2026-01-07T00:00:00,gerado,individuais\2026\27260155299180000146550010000000541000000556.pdf,DANFE gerado com sucesso.
2026\27260103656804000727550030011416841774352522.xml,27260103656804000727550030011416841774352522,2026,2026-01-07T15:21:00,gerado,individuais\2026\27260103656804000727550030011416841774352522.pdf,DANFE gerado com sucesso.
2026\27260104752165000332550010000196681486740005.xml,27260104752165000332550010000196681486740005,2026,2026-01-13T09:25:41,gerado,individuais\2026\27260104752165000332550010000196681486740005.pdf,DANFE gerado com sucesso.
2026\27260102556423000207550010000350551021246477.xml,27260102556423000207550010000350551021246477,2026,2026-01-15T09:10:23,gerado,individuais\2026\27260102556423000207550010000350551021246477.pdf,DANFE gerado com sucesso.
2026\27260107431747000143550010002510411139106561.xml,27260107431747000143550010002510411139106561,2026,2026-01-16T11:30:00,gerado,individuais\2026\27260107431747000143550010002510411139106561.pdf,DANFE gerado com sucesso.
2026\27260103656804000131550030005263111539029216.xml,27260103656804000131550030005263111539029216,2026,2026-01-19T09:34:00,gerado,individuais\2026\27260103656804000131550030005263111539029216.pdf,DANFE gerado com sucesso.
2026\27260124644710000112550020000066321089036529.xml,27260124644710000112550020000066321089036529,2026,2026-01-20T00:00:00,gerado,individuais\2026\27260124644710000112550020000066321089036529.pdf,DANFE gerado com sucesso.
2026\27260112200192000169558900109969041074535965.xml,27260112200192000169558900109969041074535965,2026,2026-01-22T14:07:00,gerado,individuais\2026\27260112200192000169558900109969041074535965.pdf,DANFE gerado com sucesso.
2026\27260155299180000146550010000000551000000561.xml,27260155299180000146550010000000551000000561,2026,2026-01-23T00:00:00,gerado,individuais\2026\27260155299180000146550010000000551000000561.pdf,DANFE gerado com sucesso.
2026\27260111188276000161550010001797501612917293.xml,27260111188276000161550010001797501612917293,2026,2026-01-27T16:44:11,gerado,individuais\2026\27260111188276000161550010001797501612917293.pdf,DANFE gerado com sucesso.
